session_id,timestamp,visitor_id,x1,y1,x2,y2,cx,cy,zone
20250917-143719,2025-09-17T14:37:59.179929,1,478,357,1351,1073,914,715,None
20250917-143719,2025-09-17T14:37:59.275503,1,478,357,1352,1073,915,715,None
20250917-143719,2025-09-17T14:37:59.374439,1,479,354,1351,1073,915,713,None
20250917-143719,2025-09-17T14:37:59.578958,1,477,353,1350,1073,913,713,None
20250917-143719,2025-09-17T14:37:59.672046,1,477,351,1351,1073,914,712,None
20250917-143719,2025-09-17T14:37:59.743440,1,478,350,1351,1073,914,711,None
20250917-143719,2025-09-17T14:37:59.839316,1,478,350,1350,1073,914,711,None
20250917-143719,2025-09-17T14:37:59.941831,1,478,350,1350,1073,914,711,None
20250917-143719,2025-09-17T14:38:00.148109,1,477,349,1349,1073,913,711,None
20250917-143719,2025-09-17T14:38:00.246637,1,478,349,1350,1073,914,711,None
20250917-143719,2025-09-17T14:38:00.339456,1,479,349,1350,1073,914,711,None
20250917-143719,2025-09-17T14:38:00.439812,1,478,348,1350,1073,914,710,None
20250917-143719,2025-09-17T14:38:00.553894,1,479,347,1350,1073,914,710,None
20250917-143719,2025-09-17T14:38:00.743822,1,480,347,1350,1073,915,710,None
20250917-143719,2025-09-17T14:38:00.839491,1,477,347,1350,1072,913,709,None
20250917-143719,2025-09-17T14:38:00.943477,1,478,347,1349,1073,913,710,None
20250917-143719,2025-09-17T14:38:01.039562,1,477,347,1350,1073,913,710,None
20250917-143719,2025-09-17T14:38:01.141489,1,475,347,1350,1073,912,710,None
20250917-143719,2025-09-17T14:38:01.347472,1,480,347,1349,1073,914,710,None
20250917-143719,2025-09-17T14:38:01.442809,1,479,348,1350,1072,914,710,None
20250917-143719,2025-09-17T14:38:01.545708,1,480,348,1350,1072,915,710,None
20250917-143719,2025-09-17T14:38:01.645282,1,476,348,1350,1072,913,710,None
20250917-143719,2025-09-17T14:38:01.743615,1,479,349,1349,1073,914,711,None
20250917-143719,2025-09-17T14:38:01.942959,1,482,349,1350,1073,916,711,None
20250917-143719,2025-09-17T14:38:02.038836,1,484,349,1350,1073,917,711,None
20250917-143719,2025-09-17T14:38:02.144208,1,482,349,1350,1073,916,711,None
20250917-143719,2025-09-17T14:38:02.241402,1,485,350,1350,1073,917,711,None
20250917-143719,2025-09-17T14:38:02.338032,1,484,350,1349,1073,916,711,None
20250917-143719,2025-09-17T14:38:02.554139,1,483,349,1350,1073,916,711,None
20250917-143719,2025-09-17T14:38:02.655914,1,485,349,1350,1073,917,711,None
20250917-143719,2025-09-17T14:38:02.749393,1,485,349,1350,1073,917,711,None
20250917-143719,2025-09-17T14:38:02.843152,1,486,349,1351,1073,918,711,None
20250917-143719,2025-09-17T14:38:02.943106,1,483,349,1351,1073,917,711,None
20250917-143719,2025-09-17T14:38:03.143041,1,483,348,1350,1073,916,710,None
20250917-143719,2025-09-17T14:38:03.241718,1,483,347,1350,1072,916,709,None
20250917-143719,2025-09-17T14:38:03.342629,1,485,348,1350,1073,917,710,None
20250917-143719,2025-09-17T14:38:03.445576,1,487,347,1350,1072,918,709,None
20250917-143719,2025-09-17T14:38:03.546510,1,485,348,1350,1073,917,710,None
20250917-143719,2025-09-17T14:38:03.744895,1,484,348,1351,1073,917,710,None
20250917-143719,2025-09-17T14:38:03.879830,1,485,348,1350,1073,917,710,None
20250917-143719,2025-09-17T14:38:03.974482,1,482,348,1350,1073,916,710,None
20250917-143719,2025-09-17T14:38:04.077338,1,483,349,1350,1073,916,711,None
20250917-143719,2025-09-17T14:38:04.179346,1,481,348,1350,1072,915,710,None
20250917-143719,2025-09-17T14:38:04.381151,1,483,348,1350,1072,916,710,None
20250917-143719,2025-09-17T14:38:04.478575,1,496,348,1350,1073,923,710,None
20250917-143719,2025-09-17T14:38:04.572725,1,485,347,1350,1073,917,710,None
20250917-143719,2025-09-17T14:38:04.686877,1,490,347,1351,1072,920,709,None
20250917-143719,2025-09-17T14:38:04.783189,1,491,347,1351,1072,921,709,None
20250917-143719,2025-09-17T14:38:04.974282,1,486,347,1350,1072,918,709,None
20250917-143719,2025-09-17T14:38:05.081232,1,483,347,1350,1072,916,709,None
20250917-143719,2025-09-17T14:38:05.175349,1,483,346,1351,1073,917,709,None
20250917-143719,2025-09-17T14:38:05.274711,1,482,346,1351,1073,916,709,None
20250917-143719,2025-09-17T14:38:05.373430,1,486,345,1351,1073,918,709,None
20250917-143719,2025-09-17T14:38:05.579493,1,485,346,1351,1073,918,709,None
20250917-143719,2025-09-17T14:38:05.680765,1,483,346,1352,1073,917,709,None
20250917-143719,2025-09-17T14:38:05.777326,1,482,347,1353,1073,917,710,None
20250917-143719,2025-09-17T14:38:05.872564,1,483,347,1355,1073,919,710,None
20250917-143719,2025-09-17T14:38:05.949339,1,481,347,1356,1073,918,710,None
20250917-143719,2025-09-17T14:38:06.167818,1,479,346,1356,1073,917,709,None
20250917-143719,2025-09-17T14:38:06.258026,1,480,346,1356,1073,918,709,None
20250917-143719,2025-09-17T14:38:06.375471,1,479,346,1355,1073,917,709,None
20250917-143719,2025-09-17T14:38:06.486255,1,479,347,1355,1073,917,710,None
20250917-143719,2025-09-17T14:38:06.586022,1,479,347,1355,1073,917,710,None
20250917-143719,2025-09-17T14:38:06.793328,1,481,347,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:06.891702,1,481,348,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:06.982403,1,477,348,1354,1073,915,710,None
20250917-143719,2025-09-17T14:38:07.079208,1,478,348,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:07.177675,1,478,348,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:07.380780,1,478,347,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:07.474521,1,479,347,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:07.545271,1,478,347,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:07.647844,1,478,347,1353,1073,915,710,None
20250917-143719,2025-09-17T14:38:07.745650,1,480,347,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:07.942692,1,480,347,1355,1073,917,710,None
20250917-143719,2025-09-17T14:38:08.043827,1,480,347,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:08.149437,1,482,347,1354,1073,918,710,None
20250917-143719,2025-09-17T14:38:08.241744,1,481,348,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:08.342848,1,481,348,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:08.544026,1,480,348,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:08.642889,1,481,347,1355,1073,918,710,None
20250917-143719,2025-09-17T14:38:08.752158,1,482,346,1354,1073,918,709,None
20250917-143719,2025-09-17T14:38:08.844156,1,478,346,1354,1073,916,709,None
20250917-143719,2025-09-17T14:38:08.949181,1,481,347,1354,1073,917,710,None
20250917-143719,2025-09-17T14:38:09.157989,1,476,347,1354,1073,915,710,None
20250917-143719,2025-09-17T14:38:09.247012,1,478,347,1355,1073,916,710,None
20250917-143719,2025-09-17T14:38:09.357617,1,478,347,1355,1073,916,710,None
20250917-143719,2025-09-17T14:38:09.463740,1,480,346,1354,1073,917,709,None
20250917-143719,2025-09-17T14:38:09.561905,1,479,347,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:09.780459,1,479,348,1354,1073,916,710,None
20250917-143719,2025-09-17T14:38:09.881961,1,483,347,1355,1073,919,710,None
20250917-143719,2025-09-17T14:38:10.000767,1,483,347,1355,1073,919,710,None
